Name;Position;Age;Min;Goals;Goals.1;Asists;Asists.1;GoalAstPer90;90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio;MatchPlayed;PointPerMatch;TouchPenArea;SuccDrib;DribLegs;PlayerType;PlayerName;Value;Value2;Comp
Kasper Schmeichel;GK;32.0;3420;0;0.0;0;0.0;0.0;38.0;5.0;0.13;1.0;0.0;0.0;0.0;0.0;0.0;904.0;76.7;27929.0;15725.0;0;0.0;0.0;0;0.03;0.0;0;0.0;0.0;40.0;38;1.63;0.0;0.0;0.0;Goalkeeper;Kasper Schmeichel;20.0;M;eng Premier League
Keagan Dolly;MF;26.0;148;0;0.0;0;0.0;0.0;1.6;7.0;4.26;4.0;1.0;0.0;0.0;0.0;0.0;57.0;76.0;888.0;207.0;1;0.0;66.7;2;2.43;0.0;1;1.0;2.0;35.8;6;1.17;1.0;3.0;0.0;Midfielder;Keagan Dolly;800.0;K;fr Ligue 1
Keinan Davis;FW;21.0;548;0;0.0;0;0.0;0.0;6.1;20.0;3.28;11.0;1.0;3.0;0.49;1.0;0.0;107.0;75.4;1475.0;201.0;2;0.0;38.1;5;2.63;0.0;2;0.0;5.0;21.6;18;0.83;34.0;9.0;1.0;Forward;Keinan Davis;2.0;M;eng Premier League
Keita Baldé;FW;24.0;858;4;0.42;1;0.1;0.52;9.5;22.0;2.31;15.0;2.0;5.0;0.52;3.0;0.0;207.0;70.2;3023.0;767.0;14;1.0;44.3;13;2.94;0.14;8;1.0;9.0;30.3;21;1.52;50.0;6.0;1.0;Forward;Keita Baldé;10.0;M;fr Ligue 1
Kelechi Iheanacho;FW;22.0;960;5;0.47;3;0.28;0.75;10.7;39.0;3.66;24.0;8.0;5.0;0.47;3.0;1.0;217.0;81.0;3124.0;629.0;4;2.0;9.4;18;3.19;0.15;5;3.0;9.0;29.0;20;1.3;80.0;19.0;1.0;Forward;Kelechi Iheanacho;20.0;M;eng Premier League
Kenan Kodro;FW;25.0;364;1;0.25;0;0.0;0.25;4.0;4.0;0.99;2.0;0.0;0.0;0.0;0.0;0.0;55.0;64.0;661.0;101.0;1;0.0;54.3;2;0.99;0.25;0;1.0;2.0;20.5;12;1.17;7.0;3.0;0.0;Forward;Kenan Kodro;5.0;M;es La Liga
Kenedy;MF;23.0;586;1;0.15;3;0.46;0.61;6.5;18.0;2.76;12.0;2.0;3.0;0.46;3.0;0.0;133.0;66.2;2275.0;832.0;19;0.0;38.5;3;2.15;0.07;8;2.0;9.0;27.0;19;1.58;16.0;19.0;2.0;Midfielder;Kenedy;10.0;M;es La Liga
Kenny Lala;DF;27.0;2043;2;0.09;1;0.04;0.13;22.7;51.0;2.25;37.0;2.0;1.0;0.04;0.0;0.0;1011.0;75.0;23512.0;8329.0;71;0.0;63.3;5;0.7;0.0;26;16.0;27.0;30.7;25;1.52;27.0;43.0;2.0;Defender;Kenny Lala;4.0;M;fr Ligue 1
Kenny Tete;DF;23.0;1072;0;0.0;1;0.08;0.08;11.9;29.0;2.43;26.0;1.0;2.0;0.17;2.0;0.0;684.0;81.2;12158.0;4508.0;35;0.0;36.4;2;0.59;0.0;25;11.0;21.0;32.0;18;1.06;25.0;11.0;1.0;Defender;Kenny Tete;10.0;M;fr Ligue 1
Kepa Arrizabalaga;GK;24.0;2970;0;0.0;0;0.0;0.0;33.0;1.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;877.0;80.8;23673.0;12278.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;33.3;33;1.76;0.0;0.0;0.0;Goalkeeper;Kepa Arrizabalaga;20.0;M;eng Premier League
Kerem Demirbay;MF;26.0;1573;1;0.06;5;0.29;0.34;17.5;74.0;4.23;37.0;3.0;10.0;0.57;4.0;0.0;947.0;78.0;18600.0;5956.0;26;0.0;59.5;8;1.72;0.03;22;8.0;27.0;36.1;25;1.8;34.0;35.0;1.0;Midfielder;Kerem Demirbay;20.0;M;de Bundesliga
Keven Schlotterbeck;DF;22.0;1939;0;0.0;0;0.0;0.0;21.5;5.0;0.23;3.0;0.0;0.0;0.0;0.0;0.0;645.0;81.1;15954.0;5062.0;1;0.0;58.7;2;0.46;0.0;38;17.0;70.0;36.4;23;1.35;10.0;6.0;0.0;Defender;Keven Schlotterbeck;1.0;M;de Bundesliga
Kevin Agudelo;MF;20.0;730;1;0.07;1;0.07;0.135;8.1;37.0;6.3149999999999995;25.0;7.0;3.0;0.84;2.0;0.0;274.0;81.0;4298.0;1043.0;10;0.0;20.0;2;3.49;0.05;19;10.0;13.0;24.25;13;1.3;22.0;23.0;0.0;Midfielder;Kevin Agudelo;3.0;M;it Serie A
Kevin Akpoguma;DF;24.0;1142;0;0.0;0;0.0;0.0;12.7;4.0;0.32;4.0;0.0;0.0;0.0;0.0;0.0;659.0;87.4;12650.0;3663.0;1;0.0;44.7;0;0.16;0.0;11;15.0;31.0;33.1;18;1.5;1.0;3.0;0.0;Defender;Kevin Akpoguma;5.0;M;de Bundesliga
Kevin Bonifazi;DF;23.0;1438;2;0.22;0;0.0;0.22;15.899999999999999;6.0;0.37;4.0;1.0;0.0;0.0;0.0;0.0;651.0;86.05000000000001;13239.0;4375.0;1;0.0;63.55;2;0.7350000000000001;0.265;18;14.0;31.0;33.3;17;1.135;8.0;14.0;0.0;Defender;Kevin Bonifazi;4.0;M;it Serie A
Kevin De Bruyne;MF;28.0;2791;13;0.42;20;0.64;1.06;31.0;222.0;7.16;157.0;11.0;34.0;1.1;25.0;2.0;1674.0;74.6;34640.0;10497.0;143;0.0;45.0;27;3.1;0.11;28;11.0;31.0;31.9;35;2.23;164.0;62.0;1.0;Midfielder;Kevin De Bruyne;90.0;M;eng Premier League
Kevin Kampl;MF;28.0;675;2;0.27;2;0.27;0.53;7.5;20.0;2.67;17.0;0.0;2.0;0.27;2.0;0.0;458.0;88.1;7977.0;1769.0;6;0.0;25.0;3;0.8;0.33;14;9.0;11.0;30.5;11;2.0;7.0;8.0;1.0;Midfielder;Kevin Kampl;20.0;M;de Bundesliga
Kevin Lasagna;FW;26.0;2569;10;0.35;1;0.04;0.39;28.5;54.0;1.89;41.0;3.0;4.0;0.14;2.0;2.0;339.0;69.3;4891.0;722.0;27;0.0;32.3;34;2.91;0.12;18;5.0;23.0;24.3;36;1.17;162.0;14.0;0.0;Forward;Kevin Lasagna;8.0;M;it Serie A
Kevin Long;DF;28.0;564;0;0.0;0;0.0;0.0;6.3;2.0;0.32;0.0;0.0;1.0;0.16;0.0;0.0;141.0;75.8;3193.0;908.0;0;0.0;57.9;0;0.32;0.0;8;3.0;15.0;32.1;8;1.5;3.0;1.0;0.0;Defender;Kevin Long;6.0;M;eng Premier League
Kevin Mbabu;DF;24.0;1696;3;0.16;1;0.05;0.21;18.8;36.0;1.91;23.0;1.0;7.0;0.37;2.0;1.0;652.0;70.0;13420.0;6282.0;64;1.0;58.3;3;0.48;0.33;42;30.0;50.0;36.4;20;1.35;40.0;52.0;3.0;Defender;Kevin Mbabu;8.0;M;de Bundesliga
Kevin Möhwald;MF;26.0;74;0;0.0;0;0.0;0.0;0.8;3.0;3.65;1.0;0.0;1.0;1.22;0.0;0.0;35.0;85.4;651.0;151.0;2;0.0;0.0;1;6.08;0.0;1;1.0;0.0;33.3;1;0.0;1.0;0.0;0.0;Midfielder;Kevin Möhwald;2.0;M;de Bundesliga
Kevin Stöger;MF;25.0;1268;0;0.0;4;0.28;0.28;14.1;51.0;3.62;32.0;3.0;6.0;0.43;5.0;0.0;777.0;80.2;15571.0;4004.0;24;0.0;33.3;6;1.56;0.0;20;12.0;31.0;33.0;17;0.88;13.0;24.0;0.0;Midfielder;Kevin Stöger;7.0;M;de Bundesliga
Kevin Trapp;GK;29.0;1980;0;0.0;0;0.0;0.0;22.0;3.0;0.14;3.0;0.0;0.0;0.0;0.0;0.0;701.0;74.7;21111.0;13843.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;50.0;22;1.64;1.0;0.0;0.0;Goalkeeper;Kevin Trapp;20.0;M;de Bundesliga
Kevin Vogt;DF;27.0;2065;0;0.0;0;0.0;0.0;23.0;11.0;0.47;11.0;0.0;0.0;0.0;0.0;0.0;1445.0;90.0;33675.0;10758.0;1;0.0;59.3;0;0.04;0.0;14;14.0;42.0;36.7;25;1.39;5.0;9.0;0.0;Defender;Kevin Vogt;9.0;M;de Bundesliga
Kevin Volland;FW;27.0;2047;10;0.44;7;0.31;0.75;22.7;76.0;3.34;55.0;8.0;16.0;0.7;10.0;3.0;429.0;71.0;6712.0;1634.0;35;0.0;37.3;32;3.3;0.13;11;3.0;22.0;30.3;27;1.74;144.0;24.0;2.0;Forward;Kevin Volland;20.0;M;de Bundesliga
Kieran Tierney;DF;22.0;989;1;0.09;1;0.09;0.18;11.0;11.0;1.0;8.0;2.0;3.0;0.27;2.0;0.0;414.0;76.1;8028.0;2568.0;36;0.0;50.0;2;0.55;0.17;11;10.0;22.0;31.0;15;1.47;17.0;12.0;1.0;Defender;Kieran Tierney;30.0;M;eng Premier League
Kieran Trippier;DF;28.0;1979;0;0.0;4;0.18;0.18;22.0;69.0;3.14;37.0;0.0;8.0;0.36;5.0;0.0;938.0;71.7;17623.0;8474.0;76;0.0;41.2;0;0.14;0.0;28;27.0;47.0;30.4;25;1.96;22.0;14.0;1.0;Defender;Kieran Trippier;10.0;M;es La Liga
Kike;FW;29.0;3534;10;0.25;2;0.05;0.31;39.2;66.0;1.68;38.0;0.0;6.0;0.15;2.0;0.0;654.0;67.1;8972.0;1466.0;38;2.0;38.3;36;2.9;0.09;12;8.0;34.0;30.0;54;1.11;218.0;16.0;2.0;Forward;Kike;3.0;M;es La Liga
Kike Barja;MF;22.0;313;0;0.0;1;0.29;0.29;3.5;10.0;2.88;8.0;1.0;2.0;0.58;2.0;0.0;62.0;69.7;966.0;270.0;8;0.0;38.5;3;1.73;0.0;1;1.0;5.0;20.8;8;2.13;11.0;11.0;0.0;Midfielder;Kike Barja;2.0;M;es La Liga
Kiko Olivas;DF;30.0;2943;2;0.06;0;0.0;0.06;32.7;13.0;0.4;8.0;0.0;1.0;0.03;0.0;0.0;1107.0;87.1;22859.0;7049.0;0;0.0;51.0;4;0.31;0.2;31;12.0;47.0;34.4;35;1.0;18.0;12.0;0.0;Defender;Kiko Olivas;2.0;M;es La Liga
Kingsley Ehizibue;DF;24.0;2329;1;0.04;1;0.04;0.08;25.9;40.0;1.55;27.0;5.0;4.0;0.15;3.0;1.0;850.0;74.8;16175.0;6528.0;50;0.0;64.6;4;0.46;0.08;51;31.0;50.0;28.4;31;1.06;21.0;36.0;3.0;Defender;Kingsley Ehizibue;3.0;M;de Bundesliga
Koen Casteels;GK;27.0;2340;0;0.0;0;0.0;0.0;26.0;4.0;0.15;4.0;0.0;0.0;0.0;0.0;0.0;720.0;73.1;24473.0;14946.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;33.3;26;1.5;0.0;1.0;0.0;Goalkeeper;Koen Casteels;8.0;M;de Bundesliga
Koffi Djidji;DF;26.0;851;0;0.0;0;0.0;0.0;9.5;3.0;0.32;3.0;0.0;1.0;0.11;1.0;0.0;346.0;87.6;7235.0;2218.0;0;0.0;47.8;0;0.0;0.0;13;4.0;41.0;24.3;17;1.18;0.0;7.0;0.0;Defender;Koffi Djidji;3.0;M;it Serie A
Koke Vegas;GK;23.0;180;0;0.0;0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0;68.3;1139.0;732.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;2;3.0;0.0;0.0;0.0;Goalkeeper;Koke Vegas;1.0;M;es La Liga
Konrad Laimer;MF;22.0;2115;2;0.09;6;0.26;0.34;23.5;52.0;2.21;41.0;6.0;18.0;0.77;13.0;4.0;1067.0;82.4;18757.0;5597.0;7;0.0;42.9;6;0.43;0.2;60;34.0;60.0;33.2;29;2.14;19.0;35.0;0.0;Midfielder;Konrad Laimer;8.0;M;de Bundesliga
Koray Günter;DF;24.0;2733;0;0.0;0;0.0;0.0;30.4;7.0;0.23;5.0;0.0;0.0;0.0;0.0;0.0;1184.0;86.9;25410.0;8320.0;4;0.0;55.1;1;0.2;0.0;23;14.0;61.0;30.8;32;1.25;14.0;10.0;1.0;Defender;Koray Günter;4.0;M;it Serie A
Kortney Hause;DF;24.0;1545;1;0.06;0;0.0;0.06;17.2;8.0;0.47;7.0;0.0;1.0;0.06;0.0;0.0;591.0;74.9;12375.0;4892.0;0;0.0;73.4;3;1.17;0.05;22;11.0;46.0;40.1;18;0.72;27.0;11.0;1.0;Defender;Kortney Hause;8.0;M;eng Premier League
Kostas Manolas;DF;28.0;2176;4;0.17;0;0.0;0.17;24.2;5.0;0.21;4.0;0.0;0.0;0.0;0.0;0.0;1369.0;92.8;29211.0;7282.0;1;0.0;65.3;8;0.7;0.24;17;15.0;34.0;33.5;26;1.85;24.0;2.0;0.0;Defender;Kostas Manolas;30.0;M;it Serie A
Kostas Stafylidis;DF;25.0;398;1;0.23;0;0.0;0.23;4.4;11.0;2.49;8.0;0.0;0.0;0.0;0.0;0.0;149.0;78.8;2772.0;1070.0;8;0.0;50.0;2;0.9;0.25;0;3.0;15.0;17.1;7;1.43;1.0;4.0;0.0;Defender;Kostas Stafylidis;3.0;M;de Bundesliga
Kurt Zouma;DF;24.0;2344;0;0.0;0;0.0;0.0;26.0;14.0;0.54;12.0;0.0;0.0;0.0;0.0;0.0;1772.0;89.4;41235.0;10428.0;0;0.0;76.7;5;0.58;0.0;17;3.0;34.0;31.1;28;1.71;20.0;8.0;0.0;Defender;Kurt Zouma;40.0;M;eng Premier League
Kyle Walker;DF;29.0;2392;1;0.04;4;0.15;0.19;26.6;49.0;1.84;45.0;3.0;6.0;0.23;6.0;0.0;1884.0;87.9;38492.0;8516.0;50;0.0;46.5;3;0.49;0.08;23;19.0;31.0;39.5;29;2.14;36.0;25.0;2.0;Defender;Kyle Walker;40.0;M;eng Premier League
Kyle Walker-Peters;DF;22.0;944;0;0.0;0;0.0;0.0;10.5;13.0;1.57;10.0;0.0;1.0;0.065;0.0;0.0;520.0;81.4;8347.0;2311.0;12;0.0;25.0;0;0.315;0.0;11;8.0;30.0;31.45;13;1.565;20.0;23.0;1.0;Defender;Kyle Walker-Peters;20.0;M;eng Premier League
Kévin Malcuit;DF;28.0;256;0;0.0;0;0.0;0.0;2.8;3.0;1.05;2.0;1.0;0.0;0.0;0.0;0.0;142.0;81.6;2591.0;588.0;13;0.0;60.0;0;0.7;0.0;5;5.0;8.0;20.0;4;1.75;4.0;6.0;1.0;Defender;Kévin Malcuit;8.0;M;it Serie A
Kévin N'Doram;MF;23.0;1646;0;0.0;0;0.0;0.0;18.3;33.0;1.8;25.0;1.0;0.0;0.0;0.0;0.0;807.0;89.7;15071.0;3790.0;2;0.0;50.8;2;0.49;0.0;34;16.0;30.0;28.7;20;1.4;7.0;22.0;1.0;Midfielder;Kévin N'Doram;3.0;M;fr Ligue 1
Kévin Rodrigues;DF;25.0;1937;1;0.025;2;0.045;0.07;21.6;52.0;1.21;31.0;4.0;3.0;0.07;2.0;0.0;526.0;61.650000000000006;9710.0;4145.0;74;0.0;65.2;8;0.535;0.02;32;19.0;44.0;24.65;27;1.06;35.0;37.0;6.0;Defender;Kévin Rodrigues;4.0;M;es La Liga
Kévin Zohi;FW;22.0;530;1;0.17;1;0.17;0.34;5.9;13.0;2.21;7.0;6.0;2.0;0.34;1.0;1.0;109.0;70.8;1848.0;499.0;10;0.0;22.2;5;2.72;0.06;7;3.0;3.0;25.0;17;1.29;16.0;16.0;0.0;Forward;Kévin Zohi;2.0;M;fr Ligue 1
Lamine Fomba;MF;21.0;1373;0;0.0;0;0.0;0.0;15.3;22.0;1.44;18.0;2.0;0.0;0.0;0.0;0.0;301.0;70.3;5137.0;1132.0;5;0.0;47.7;3;0.92;0.0;31;14.0;37.0;28.1;20;1.15;22.0;19.0;0.0;Midfielder;Lamine Fomba;800.0;K;fr Ligue 1
Lamine Koné;DF;30.0;1473;1;0.06;0;0.0;0.06;16.4;6.0;0.37;5.0;0.0;0.0;0.0;0.0;0.0;602.0;81.8;13848.0;4316.0;4;0.0;71.7;2;0.49;0.13;20;11.0;21.0;29.5;18;1.33;17.0;6.0;0.0;Defender;Lamine Koné;2.0;M;fr Ligue 1
Lars Bender;DF;30.0;1373;2;0.13;1;0.07;0.2;15.3;28.0;1.84;22.0;0.0;2.0;0.13;2.0;0.0;915.0;85.2;15899.0;5753.0;19;0.0;46.7;2;0.98;0.13;32;16.0;43.0;35.7;18;1.83;32.0;12.0;2.0;Defender;Lars Bender;9.0;M;de Bundesliga
Lars Stindl;MF;30.0;1432;9;0.57;3;0.19;0.75;15.9;62.0;3.9;52.0;3.0;12.0;0.75;10.0;0.0;616.0;80.8;10533.0;1770.0;13;1.0;35.6;13;2.01;0.22;25;9.0;25.0;28.6;25;1.8;62.0;14.0;2.0;Midfielder;Lars Stindl;2.0;M;de Bundesliga
Lasse Schöne;MF;33.0;2427;2;0.07;3;0.11;0.19;27.0;74.0;2.74;31.0;2.0;5.0;0.19;2.0;0.0;1379.0;84.4;25038.0;6824.0;31;0.0;47.7;9;1.26;0.06;28;15.0;38.0;28.2;32;0.88;29.0;38.0;2.0;Midfielder;Lasse Schöne;400.0;K;it Serie A
Layvin Kurzawa;DF;26.0;858;1;0.1;0;0.0;0.1;9.5;12.0;1.26;8.0;1.0;3.0;0.31;1.0;1.0;605.0;90.2;8685.0;2974.0;19;1.0;58.8;3;0.63;0.17;9;6.0;23.0;31.0;14;2.57;29.0;11.0;0.0;Defender;Layvin Kurzawa;8.0;M;fr Ligue 1
Lazar Samardzic;MF;17.0;34;0;0.0;0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;85.7;135.0;25.0;0;0.0;33.3;0;0.0;0.0;3;1.0;2.0;26.9;3;1.0;0.0;2.0;0.0;Midfielder;Lazar Samardzic;1.0;M;de Bundesliga
Leander Dendoncker;MF;24.0;2795;4;0.13;0;0.0;0.13;31.1;19.0;0.61;18.0;1.0;1.0;0.03;1.0;0.0;1087.0;84.7;22063.0;4879.0;7;0.0;56.3;5;0.64;0.2;40;23.0;53.0;28.6;38;1.55;39.0;17.0;1.0;Midfielder;Leander Dendoncker;30.0;M;eng Premier League
Leandro Trossard;FW;24.0;2011;5;0.22;3;0.13;0.36;22.3;80.0;3.58;55.0;7.0;9.0;0.4;4.0;1.0;567.0;71.3;10971.0;3577.0;69;0.0;8.3;13;1.88;0.12;16;9.0;29.0;26.8;31;0.97;117.0;34.0;1.0;Forward;Leandro Trossard;30.0;M;eng Premier League
Lebo Mothiba;FW;23.0;1047;3;0.26;3;0.26;0.52;11.6;21.0;1.81;17.0;1.0;3.0;0.26;3.0;0.0;204.0;82.3;2930.0;390.0;14;0.0;41.9;11;2.32;0.11;2;0.0;12.0;21.4;21;1.33;49.0;20.0;1.0;Forward;Lebo Mothiba;4.0;M;fr Ligue 1
Leonardo Balerdi;DF;20.0;133;0;0.0;0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;114.0;89.1;2210.0;574.0;0;0.0;25.0;0;0.0;0.0;1;2.0;0.0;16.7;7;2.57;0.0;1.0;0.0;Defender;Leonardo Balerdi;4.0;M;de Bundesliga
Leonardo Bittencourt;FW;25.0;1892;4;0.095;2;0.05;0.145;21.0;76.0;16.785;48.0;2.0;4.0;0.095;2.0;0.0;673.0;70.30000000000001;10944.0;3457.0;56;0.0;14.05;11;16.0;0.05;34;9.0;32.0;11.55;29;1.945;74.0;26.0;5.0;Forward;Leonardo Bittencourt;5.0;M;de Bundesliga
Leonardo Pavoletti;FW;30.0;45;0;0.0;0;0.0;0.0;0.5;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;87.5;156.0;8.0;0;0.0;42.9;0;4.0;0.0;0;0.0;0.0;25.0;2;0.0;0.0;0.0;0.0;Forward;Leonardo Pavoletti;6.0;M;it Serie A
Leonardo Spinazzola;DF;26.0;1548;1;0.06;2;0.12;0.17;17.2;58.0;3.37;48.0;5.0;4.0;0.23;3.0;0.0;813.0;79.9;15484.0;4640.0;59;0.0;47.1;4;0.87;0.07;10;11.0;34.0;30.5;24;1.83;65.0;24.0;4.0;Defender;Leonardo Spinazzola;20.0;M;it Serie A
Lewis Dunk;DF;27.0;3230;3;0.08;3;0.08;0.17;35.9;26.0;0.72;23.0;0.0;3.0;0.08;3.0;0.0;1913.0;87.3;45041.0;13471.0;2;0.0;65.6;10;0.84;0.1;28;13.0;71.0;43.1;36;1.14;43.0;3.0;0.0;Defender;Lewis Dunk;30.0;M;eng Premier League
Lino Tempelmann;MF;20.0;33;0;0.0;0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;70.0;126.0;25.0;0;0.0;0.0;0;2.73;0.0;0;0.0;1.0;0.0;1;3.0;0.0;1.0;0.0;Midfielder;Lino Tempelmann;300.0;K;de Bundesliga
Lionel Carole;DF;28.0;1272;0;0.0;0;0.0;0.0;14.1;29.0;2.05;24.0;1.0;2.0;0.14;1.0;0.0;623.0;78.2;12767.0;5552.0;43;1.0;71.4;0;0.35;0.0;8;10.0;16.0;28.6;18;1.44;11.0;16.0;0.0;Defender;Lionel Carole;2.0;M;fr Ligue 1
Lisandro Magallán;DF;25.0;1197;1;0.08;1;0.08;0.15;13.3;5.0;0.38;4.0;0.0;2.0;0.15;2.0;0.0;341.0;80.0;8177.0;3138.0;0;0.0;61.1;1;0.45;0.17;13;6.0;19.0;27.0;17;1.12;9.0;2.0;0.0;Defender;Lisandro Magallán;6.0;M;es La Liga
Lorenzo De Silvestri;DF;31.0;2243;0;0.0;0;0.0;0.0;24.9;34.0;1.36;27.0;1.0;1.0;0.04;0.0;0.0;693.0;72.3;11993.0;4997.0;67;0.0;59.6;5;0.92;0.0;9;11.0;46.0;26.4;29;1.24;66.0;6.0;0.0;Defender;Lorenzo De Silvestri;4.0;M;it Serie A
Lorenzo Pellegrini;MF;23.0;2097;1;0.04;9;0.39;0.43;23.3;136.0;5.84;84.0;4.0;21.0;0.9;15.0;0.0;930.0;75.9;18261.0;5307.0;63;1.0;34.1;10;2.49;0.02;20;7.0;30.0;25.8;27;1.85;93.0;27.0;8.0;Midfielder;Lorenzo Pellegrini;20.0;M;it Serie A
Lorenzo Tonelli;DF;29.0;702;0;0.0;0;0.0;0.0;7.8;1.0;0.13;1.0;0.0;0.0;0.0;0.0;0.0;307.0;83.4;7045.0;2456.0;2;0.0;50.0;1;0.77;0.0;11;6.0;14.0;31.9;9;0.89;4.0;6.0;0.0;Defender;Lorenzo Tonelli;4.0;M;it Serie A
Lorenzo Venuti;DF;24.0;858;0;0.0;1;0.1;0.1;9.5;16.0;1.68;14.0;0.0;2.0;0.21;1.0;0.0;400.0;83.0;7424.0;2696.0;19;1.0;61.1;2;0.52;0.0;9;9.0;9.0;24.4;16;1.5;12.0;6.0;1.0;Defender;Lorenzo Venuti;3.0;M;it Serie A
Loris Benito;DF;27.0;1896;1;0.05;0;0.0;0.05;21.1;25.0;1.19;20.0;0.0;2.0;0.09;2.0;0.0;1104.0;84.0;19603.0;7262.0;26;0.0;53.8;2;0.52;0.09;29;19.0;32.0;31.4;23;1.22;26.0;8.0;1.0;Defender;Loris Benito;5.0;M;fr Ligue 1
Louis Beyer;DF;19.0;110;0;0.0;0;0.0;0.0;1.2;1.0;0.82;0.0;0.0;0.0;0.0;0.0;0.0;33.0;80.5;591.0;155.0;1;0.0;16.7;0;0.0;0.0;4;1.0;4.0;33.3;3;1.33;1.0;1.0;0.0;Defender;Louis Beyer;3.0;M;de Bundesliga
Loïck Landre;DF;27.0;929;1;0.1;0;0.0;0.1;10.3;5.0;0.48;3.0;0.0;1.0;0.1;1.0;0.0;304.0;78.1;6698.0;1947.0;0;0.0;64.7;2;0.48;0.2;10;9.0;19.0;29.1;11;1.18;3.0;0.0;0.0;Defender;Loïck Landre;1.0;M;fr Ligue 1
Luca Ceppitelli;DF;29.0;1246;2;0.14;0;0.0;0.14;13.8;6.0;0.43;6.0;0.0;1.0;0.07;1.0;0.0;403.0;79.8;9987.0;3664.0;2;0.0;53.2;2;0.36;0.4;12;5.0;30.0;26.0;16;1.44;9.0;0.0;0.0;Defender;Luca Ceppitelli;3.0;M;it Serie A
Luca Cigarini;MF;33.0;1598;0;0.0;4;0.23;0.23;17.8;63.0;3.55;38.0;1.0;9.0;0.51;7.0;0.0;992.0;80.8;20139.0;7197.0;19;0.0;43.5;1;0.39;0.0;26;13.0;43.0;31.3;22;1.32;6.0;10.0;0.0;Midfielder;Luca Cigarini;900.0;K;it Serie A
Luca Kilian;DF;19.0;1261;0;0.0;0;0.0;0.0;14.0;5.0;0.36;5.0;0.0;2.0;0.14;2.0;0.0;633.0;90.7;14282.0;3263.0;0;0.0;45.6;0;0.07;0.0;25;25.0;35.0;35.9;15;0.73;8.0;2.0;0.0;Defender;Luca Kilian;500.0;K;de Bundesliga
Luca Pellegrini;DF;20.0;1908;0;0.0;5;0.24;0.24;21.2;48.0;2.26;36.0;6.0;8.0;0.38;7.0;0.0;794.0;72.6;14877.0;6633.0;90;1.0;51.4;5;0.71;0.0;27;12.0;26.0;33.2;24;1.33;25.0;29.0;3.0;Defender;Luca Pellegrini;6.0;M;it Serie A
Luca Sangalli;MF;24.0;372;0;0.0;1;0.24;0.24;4.1;10.0;2.42;8.0;0.0;0.0;0.0;0.0;0.0;138.0;73.8;2296.0;729.0;5;0.0;50.0;5;1.69;0.0;1;1.0;1.0;28.8;11;2.0;10.0;6.0;0.0;Midfielder;Luca Sangalli;9.0;M;es La Liga
Luca Siligardi;FW;31.0;337;0;0.0;1;0.27;0.27;3.7;7.0;1.87;7.0;0.0;2.0;0.53;2.0;0.0;104.0;68.9;1915.0;624.0;6;0.0;63.6;3;2.94;0.0;3;5.0;8.0;26.0;12;1.08;17.0;6.0;0.0;Forward;Luca Siligardi;1.0;M;it Serie A
Lucas;MF;20.0;130;2;1.38;0;0.0;1.38;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;72.0;554.0;72.0;0;0.0;0.0;2;1.38;1.0;0;0.0;4.0;7.1;4;0.5;2.0;4.0;0.0;Midfielder;Lucas;400.0;M;de Bundesliga
Lucas Alario;FW;26.0;1174;7;0.54;1;0.08;0.61;13.0;30.0;2.3;21.0;2.0;3.0;0.23;1.0;0.0;227.0;73.7;3353.0;375.0;5;0.0;40.0;18;3.6;0.13;2;3.0;9.0;27.6;24;1.58;89.0;16.0;1.0;Forward;Lucas Alario;10.0;M;de Bundesliga
Lucas Deaux;MF;30.0;1335;2;0.13;1;0.07;0.2;14.8;26.0;1.75;23.0;1.0;2.0;0.13;2.0;0.0;539.0;78.3;11175.0;3396.0;7;0.0;65.6;5;1.01;0.13;34;19.0;25.0;35.5;17;1.12;27.0;14.0;0.0;Midfielder;Lucas Deaux;2.0;M;fr Ligue 1
Lucas Digne;DF;26.0;3030;0;0.0;7;0.21;0.21;33.7;105.0;3.12;58.0;2.0;11.0;0.33;8.0;0.0;1353.0;69.5;25922.0;11359.0;153;0.0;67.9;5;0.86;0.0;39;30.0;69.0;26.9;35;1.29;63.0;25.0;2.0;Defender;Lucas Digne;30.0;M;eng Premier League
